date,product_name,quantity,type_movement,reason,stock_level,partner,unit_price,total_value,week,month,quarter,is_weekend,cumulative_stock,days_in_stock
2023-12-28,Letchi,-16,export,normal_sale,138,Client_13,9.19,147.04,52,12,4,False,122,0
2023-12-28,Tomate,50,import,preventive,206,Fournisseur_2,2.16,108.0,52,12,4,False,209,0
2023-12-28,Tomate,-12,export,normal_sale,256,Client_10,3.06,36.72,52,12,4,False,197,2
2023-12-29,Banane,-50,adjustment,perishable_loss,139,Internal,0.0,0.0,52,12,4,False,139,2
2023-12-29,Banane,-25,export,normal_sale,139,Client_15,2.23,55.75,52,12,4,False,114,0
2023-12-29,Lait,-41,export,normal_sale,293,Client_1,1.28,52.48,52,12,4,False,252,0
2023-12-29,Letchi,-19,export,normal_sale,122,Client_2,8.39,159.41,52,12,4,False,103,4
2023-12-29,Tomate,-14,export,normal_sale,244,Client_14,2.9,40.6,52,12,4,False,183,1
2023-12-30,Banane,108,import,preventive,114,Fournisseur_1,1.48,159.84,52,12,4,True,222,1
2023-12-30,Banane,-24,export,normal_sale,222,Client_4,2.19,52.56,52,12,4,True,198,2
2023-12-30,Lait,-36,export,normal_sale,252,Client_5,1.47,52.92,52,12,4,True,216,0
2023-12-30,Letchi,-26,export,normal_sale,103,Client_6,8.62,224.12,52,12,4,True,77,4
2023-12-30,Tomate,50,import,preventive,230,Fournisseur_5,2.48,124.0,52,12,4,True,233,0
2023-12-30,Tomate,-13,export,normal_sale,280,Client_3,2.57,33.41,52,12,4,True,220,3
2023-12-31,Banane,91,import,preventive,198,Fournisseur_2,1.48,134.68,52,12,4,True,289,2
2023-12-31,Banane,-35,export,normal_sale,289,Client_8,2.29,80.15,52,12,4,True,254,1
2023-12-31,Lait,98,import,preventive,216,Fournisseur_3,1.03,100.94,52,12,4,True,314,0
2023-12-31,Lait,-31,export,normal_sale,314,Client_9,1.42,44.02,52,12,4,True,283,2
2023-12-31,Letchi,50,import,preventive,77,Fournisseur_4,7.63,381.5,52,12,4,True,127,5
2023-12-31,Letchi,-9,export,normal_sale,127,Client_10,8.01,72.09,52,12,4,True,118,4
2023-12-31,Tomate,-9,export,normal_sale,267,Client_7,2.79,25.11,52,12,4,True,211,7
2024-01-01,Banane,-13,export,normal_sale,254,Client_12,2.3,29.9,1,1,1,False,241,2
2024-01-01,Banane,-21,adjustment,inventory_correction,241,Internal,1.8,37.8,1,1,1,False,220,1
2024-01-01,Lait,50,import,preventive,283,Fournisseur_5,1.07,53.5,1,1,1,False,333,2
2024-01-01,Lait,-28,export,normal_sale,333,Client_13,1.22,34.16,1,1,1,False,305,1
2024-01-01,Lait,2,adjustment,inventory_correction,305,Internal,1.2,2.4,1,1,1,False,307,2
2024-01-01,Letchi,3,adjustment,inventory_correction,118,Internal,8.0,24.0,1,1,1,False,121,1
2024-01-01,Tomate,-12,export,normal_sale,258,Client_11,3.09,37.08,1,1,1,False,199,5
2024-01-01,Tomate,48,adjustment,inventory_correction,246,Internal,2.5,120.0,1,1,1,False,247,5
2024-01-02,Banane,-25,export,normal_sale,220,Client_15,2.25,56.25,1,1,1,False,195,1
2024-01-02,Lait,-157,adjustment,perishable_loss,150,Internal,0.0,0.0,1,1,1,False,150,2
2024-01-02,Lait,221,import,preventive,150,Fournisseur_1,0.97,214.37,1,1,1,False,371,2
2024-01-02,Lait,-33,export,normal_sale,371,Client_1,1.42,46.86,1,1,1,False,338,0
2024-01-02,Letchi,50,import,preventive,121,Fournisseur_2,6.69,334.5,1,1,1,False,171,1
2024-01-02,Tomate,-14,export,normal_sale,294,Client_14,2.81,39.34,1,1,1,False,233,6
2024-01-03,Banane,120,import,preventive,195,Fournisseur_3,1.51,181.2,1,1,1,False,315,3
2024-01-03,Banane,-32,export,normal_sale,315,Client_3,1.82,58.24,1,1,1,False,283,1
2024-01-03,Lait,-30,export,normal_sale,338,Client_4,1.23,36.9,1,1,1,False,308,1
2024-01-03,Tomate,-4,export,normal_sale,280,Client_2,3.04,12.16,1,1,1,False,229,4
2024-01-04,Banane,-17,export,normal_sale,283,Client_6,2.05,34.85,1,1,1,False,266,2
2024-01-04,Lait,-32,export,normal_sale,308,Client_7,1.31,41.92,1,1,1,False,276,0
2024-01-04,Tomate,-14,export,normal_sale,276,Client_5,2.79,39.06,1,1,1,False,215,3
2024-01-05,Banane,-20,export,normal_sale,266,Client_9,2.19,43.8,1,1,1,False,246,0
2024-01-05,Lait,-3,adjustment,perishable_loss,273,Internal,0.0,0.0,1,1,1,False,273,1
2024-01-05,Lait,-30,export,normal_sale,273,Client_10,1.41,42.3,1,1,1,False,243,0
2024-01-05,Tomate,-17,export,normal_sale,262,Client_8,3.07,52.19,1,1,1,False,198,2
2024-01-06,Banane,-35,adjustment,perishable_loss,211,Internal,0.0,0.0,1,1,1,True,211,2
2024-01-06,Banane,-34,export,normal_sale,211,Client_12,2.11,71.74,1,1,1,True,177,3
2024-01-06,Lait,-22,adjustment,perishable_loss,221,Internal,0.0,0.0,1,1,1,True,221,0
2024-01-06,Lait,-42,export,normal_sale,221,Client_13,1.46,61.32,1,1,1,True,179,2
2024-01-06,Letchi,-68,adjustment,perishable_loss,103,Internal,0.0,0.0,1,1,1,True,103,3
2024-01-06,Letchi,50,import,preventive,103,Fournisseur_4,7.89,394.5,1,1,1,True,153,0
2024-01-06,Tomate,-12,export,normal_sale,245,Client_11,2.83,33.96,1,1,1,True,186,4
2024-01-07,Banane,-57,adjustment,perishable_loss,120,Internal,0.0,0.0,1,1,1,True,120,1
2024-01-07,Banane,182,import,preventive,120,Fournisseur_5,1.48,269.36,1,1,1,True,302,2
2024-01-07,Banane,-33,export,normal_sale,302,Client_15,2.01,66.33,1,1,1,True,269,0
2024-01-07,Lait,-179,adjustment,perishable_loss,0,Internal,0.0,0.0,1,1,1,True,0,0
2024-01-07,Lait,383,import,restock,0,Fournisseur_1,1.14,436.62,1,1,1,True,383,1
2024-01-07,Lait,-40,export,normal_sale,383,Client_1,1.36,54.4,1,1,1,True,343,0
2024-01-07,Tomate,-35,adjustment,perishable_loss,198,Internal,0.0,0.0,1,1,1,True,151,1
2024-01-07,Tomate,-4,export,normal_sale,198,Client_14,2.8,11.2,1,1,1,True,147,7
2024-01-08,Banane,-39,export,normal_sale,269,Client_3,2.2,85.8,2,1,1,False,230,1
2024-01-08,Lait,-38,export,normal_sale,343,Client_4,1.51,57.38,2,1,1,False,305,1
2024-01-08,Tomate,50,import,preventive,194,Fournisseur_2,2.44,122.0,2,1,1,False,197,7
2024-01-08,Tomate,-13,export,normal_sale,244,Client_2,2.54,33.02,2,1,1,False,184,6
2024-01-09,Banane,-37,export,normal_sale,230,Client_6,2.22,82.14,2,1,1,False,193,0
2024-01-09,Lait,98,import,preventive,305,Fournisseur_4,1.1,107.8,2,1,1,False,403,2
2024-01-09,Lait,-43,export,normal_sale,403,Client_7,1.47,63.21,2,1,1,False,360,2
2024-01-09,Tomate,50,import,preventive,231,Fournisseur_3,2.38,119.0,2,1,1,False,234,5
2024-01-09,Tomate,-6,export,normal_sale,281,Client_5,2.92,17.52,2,1,1,False,228,6
2024-01-10,Banane,-11,adjustment,perishable_loss,182,Internal,0.0,0.0,2,1,1,False,182,2
2024-01-10,Banane,50,import,preventive,182,Fournisseur_5,1.5,75.0,2,1,1,False,232,1
2024-01-10,Banane,-23,export,normal_sale,232,Client_9,2.33,53.59,2,1,1,False,209,1
2024-01-10,Lait,-33,export,normal_sale,360,Client_10,1.35,44.55,2,1,1,False,327,1
2024-01-10,Letchi,-50,adjustment,perishable_loss,103,Internal,0.0,0.0,2,1,1,False,103,5
2024-01-10,Tomate,-27,adjustment,perishable_loss,248,Internal,0.0,0.0,2,1,1,False,201,1
2024-01-10,Tomate,-13,export,normal_sale,248,Client_8,2.72,35.36,2,1,1,False,188,2
2024-01-11,Banane,50,import,preventive,209,Fournisseur_1,1.55,77.5,2,1,1,False,259,0
2024-01-11,Banane,-24,export,normal_sale,259,Client_12,1.95,46.8,2,1,1,False,235,3
2024-01-11,Lait,-48,export,normal_sale,327,Client_13,1.24,59.52,2,1,1,False,279,0
2024-01-11,Letchi,-3,adjustment,perishable_loss,100,Internal,0.0,0.0,2,1,1,False,100,2
2024-01-11,Tomate,-37,adjustment,perishable_loss,198,Internal,0.0,0.0,2,1,1,False,151,6
2024-01-11,Tomate,-9,export,normal_sale,198,Client_11,2.83,25.47,2,1,1,False,142,6
2024-01-12,Banane,-32,export,normal_sale,235,Client_15,1.92,61.44,2,1,1,False,203,1
2024-01-12,Lait,-181,adjustment,perishable_loss,98,Internal,0.0,0.0,2,1,1,False,98,0
2024-01-12,Lait,181,import,restock,98,Fournisseur_2,0.98,177.38,2,1,1,False,279,0
2024-01-12,Lait,-27,export,normal_sale,279,Client_1,1.32,35.64,2,1,1,False,252,1
2024-01-12,Letchi,-50,adjustment,perishable_loss,50,Internal,0.0,0.0,2,1,1,False,50,4
2024-01-12,Tomate,-11,export,normal_sale,189,Client_14,3.01,33.11,2,1,1,False,131,4
2024-01-13,Banane,50,import,preventive,203,Fournisseur_4,1.71,85.5,2,1,1,True,253,3
2024-01-13,Banane,-22,export,normal_sale,253,Client_3,2.34,51.48,2,1,1,True,231,2
2024-01-13,Lait,65,import,preventive,252,Fournisseur_5,1.05,68.25,2,1,1,True,317,1
2024-01-13,Lait,-39,export,normal_sale,317,Client_4,1.29,50.31,2,1,1,True,278,0
2024-01-13,Tomate,-30,adjustment,perishable_loss,148,Internal,0.0,0.0,2,1,1,True,101,3
2024-01-13,Tomate,50,import,preventive,148,Fournisseur_3,2.06,103.0,2,1,1,True,151,7
2024-01-13,Tomate,-12,export,normal_sale,198,Client_2,2.53,30.36,2,1,1,True,139,4
2024-01-14,Banane,-81,adjustment,perishable_loss,150,Internal,0.0,0.0,2,1,1,True,150,0
2024-01-14,Banane,-29,export,normal_sale,150,Client_6,2.06,59.74,2,1,1,True,121,1
2024-01-14,Lait,-32,adjustment,perishable_loss,246,Internal,0.0,0.0,2,1,1,True,246,0
2024-01-14,Lait,77,import,preventive,246,Fournisseur_1,1.02,78.54,2,1,1,True,323,2
2024-01-14,Lait,-39,export,normal_sale,323,Client_7,1.25,48.75,2,1,1,True,284,0
2024-01-14,Letchi,50,import,preventive,50,Fournisseur_2,6.52,326.0,2,1,1,True,100,4
2024-01-14,Tomate,-7,export,normal_sale,186,Client_5,3.03,21.21,2,1,1,True,132,1
2024-01-15,Banane,-42,export,normal_sale,121,Client_9,2.11,88.62,3,1,1,False,79,2
2024-01-15,Lait,-39,export,normal_sale,284,Client_10,1.37,53.43,3,1,1,False,245,2
2024-01-15,Tomate,-29,adjustment,perishable_loss,150,Internal,0.0,0.0,3,1,1,False,103,0
2024-01-15,Tomate,-13,export,normal_sale,150,Client_8,3.08,40.04,3,1,1,False,90,4
2024-01-16,Banane,161,import,restock,79,Fournisseur_4,1.47,236.67,3,1,1,False,240,2
2024-01-16,Banane,-20,export,normal_sale,240,Client_12,2.0,40.0,3,1,1,False,220,1
2024-01-16,Lait,-40,export,normal_sale,245,Client_13,1.5,60.0,3,1,1,False,205,1
2024-01-16,Letchi,-50,adjustment,perishable_loss,50,Internal,0.0,0.0,3,1,1,False,50,3
2024-01-16,Letchi,50,import,preventive,50,Fournisseur_5,7.26,363.0,3,1,1,False,100,5
2024-01-16,Tomate,50,import,preventive,137,Fournisseur_3,2.31,115.5,3,1,1,False,140,1
2024-01-16,Tomate,-11,export,normal_sale,187,Client_11,2.9,31.9,3,1,1,False,129,2
2024-01-17,Banane,-17,export,normal_sale,220,Client_15,2.3,39.1,3,1,1,False,203,3
2024-01-17,Lait,-63,adjustment,perishable_loss,142,Internal,0.0,0.0,3,1,1,False,142,0
2024-01-17,Lait,227,import,restock,142,Fournisseur_1,1.09,247.43,3,1,1,False,369,2
2024-01-17,Lait,-37,export,normal_sale,369,Client_1,1.42,52.54,3,1,1,False,332,1
2024-01-17,Letchi,50,import,preventive,100,Fournisseur_2,6.91,345.5,3,1,1,False,150,2
2024-01-17,Tomate,-6,export,normal_sale,176,Client_14,2.75,16.5,3,1,1,False,123,1
2024-01-18,Banane,-27,export,normal_sale,203,Client_3,1.95,52.65,3,1,1,False,176,1
2024-01-18,Lait,-28,adjustment,perishable_loss,304,Internal,0.0,0.0,3,1,1,False,304,0
2024-01-18,Lait,-38,export,normal_sale,304,Client_4,1.23,46.74,3,1,1,False,266,1
2024-01-18,Tomate,-6,export,normal_sale,170,Client_2,2.84,17.04,3,1,1,False,117,6
2024-01-19,Banane,-30,export,normal_sale,176,Client_6,1.8,54.0,3,1,1,False,146,3
2024-01-19,Lait,-39,adjustment,perishable_loss,227,Internal,0.0,0.0,3,1,1,False,227,0
2024-01-19,Lait,138,import,preventive,227,Fournisseur_3,1.02,140.76,3,1,1,False,365,1
2024-01-19,Lait,-41,export,normal_sale,365,Client_7,1.33,54.53,3,1,1,False,324,2
2024-01-19,Tomate,-11,export,normal_sale,164,Client_5,3.05,33.55,3,1,1,False,106,0
2024-01-20,Banane,176,import,preventive,146,Fournisseur_4,1.64,288.64,3,1,1,True,322,0
2024-01-20,Banane,-39,export,normal_sale,322,Client_9,1.96,76.44,3,1,1,True,283,2
2024-01-20,Lait,50,import,preventive,324,Fournisseur_5,1.11,55.5,3,1,1,True,374,0
2024-01-20,Lait,-32,export,normal_sale,374,Client_10,1.25,40.0,3,1,1,True,342,2
2024-01-20,Tomate,-14,export,normal_sale,153,Client_8,2.98,41.72,3,1,1,True,92,6
2024-01-21,Banane,50,import,preventive,283,Fournisseur_1,1.73,86.5,3,1,1,True,333,3
2024-01-21,Banane,-29,export,normal_sale,333,Client_12,2.31,66.99,3,1,1,True,304,2
2024-01-21,Lait,-25,export,normal_sale,342,Client_13,1.37,34.25,3,1,1,True,317,1
2024-01-21,Tomate,-12,export,normal_sale,139,Client_11,3.18,38.16,3,1,1,True,80,7
2024-01-22,Banane,-34,export,normal_sale,304,Client_15,1.98,67.32,4,1,1,False,270,0
2024-01-22,Lait,-129,adjustment,perishable_loss,188,Internal,0.0,0.0,4,1,1,False,188,0
2024-01-22,Lait,113,import,preventive,188,Fournisseur_2,0.96,108.48,4,1,1,False,301,0
2024-01-22,Lait,-44,export,normal_sale,301,Client_1,1.29,56.76,4,1,1,False,257,1
2024-01-22,Tomate,-6,export,normal_sale,127,Client_14,2.97,17.82,4,1,1,False,74,4
2024-01-23,Banane,-44,adjustment,perishable_loss,226,Internal,0.0,0.0,4,1,1,False,226,0
2024-01-23,Banane,-24,export,normal_sale,226,Client_3,1.96,47.04,4,1,1,False,202,0
2024-01-23,Lait,57,import,preventive,257,Fournisseur_3,0.99,56.43,4,1,1,False,314,2
2024-01-23,Lait,-32,export,normal_sale,314,Client_4,1.47,47.04,4,1,1,False,282,0
2024-01-23,Tomate,-21,adjustment,perishable_loss,100,Internal,0.0,0.0,4,1,1,False,53,5
2024-01-23,Tomate,-9,export,normal_sale,100,Client_2,2.97,26.73,4,1,1,False,44,5
2024-01-24,Banane,137,import,preventive,202,Fournisseur_4,1.51,206.87,4,1,1,False,339,0
2024-01-24,Banane,-35,export,normal_sale,339,Client_6,2.18,76.3,4,1,1,False,304,1
2024-01-24,Lait,-62,adjustment,perishable_loss,220,Internal,0.0,0.0,4,1,1,False,220,0
2024-01-24,Lait,-30,export,normal_sale,220,Client_7,1.5,45.0,4,1,1,False,190,0
2024-01-24,Letchi,-50,adjustment,perishable_loss,100,Internal,0.0,0.0,4,1,1,False,100,0
2024-01-24,Letchi,50,import,preventive,100,Fournisseur_5,7.44,372.0,4,1,1,False,150,2
2024-01-24,Tomate,-10,export,normal_sale,91,Client_5,2.73,27.3,4,1,1,False,34,7
2024-01-25,Banane,50,import,preventive,304,Fournisseur_1,1.79,89.5,4,1,1,False,354,2
2024-01-25,Banane,-31,export,normal_sale,354,Client_9,1.82,56.42,4,1,1,False,323,1
2024-01-25,Lait,-20,adjustment,perishable_loss,170,Internal,0.0,0.0,4,1,1,False,170,2
2024-01-25,Lait,-39,export,normal_sale,170,Client_10,1.31,51.09,4,1,1,False,131,1
2024-01-25,Tomate,-7,export,normal_sale,81,Client_8,2.94,20.58,4,1,1,False,27,2
2024-01-26,Banane,-31,export,normal_sale,323,Client_12,2.28,70.68,4,1,1,False,292,0
2024-01-26,Lait,279,import,restock,131,Fournisseur_2,1.03,287.37,4,1,1,False,410,0
2024-01-26,Lait,-37,export,normal_sale,410,Client_13,1.26,46.62,4,1,1,False,373,2
2024-01-26,Letchi,-50,adjustment,perishable_loss,100,Internal,0.0,0.0,4,1,1,False,100,4
2024-01-26,Letchi,50,import,preventive,100,Fournisseur_3,6.59,329.5,4,1,1,False,150,1
2024-01-26,Tomate,-14,export,normal_sale,74,Client_11,2.54,35.56,4,1,1,False,13,0
2024-01-27,Banane,-55,adjustment,perishable_loss,237,Internal,0.0,0.0,4,1,1,True,237,1
2024-01-27,Banane,50,import,preventive,237,Fournisseur_4,1.61,80.5,4,1,1,True,287,2
2024-01-27,Banane,-31,export,normal_sale,287,Client_15,2.11,65.41,4,1,1,True,256,0
2024-01-27,Lait,-37,adjustment,perishable_loss,336,Internal,0.0,0.0,4,1,1,True,336,2
2024-01-27,Lait,50,import,preventive,336,Fournisseur_5,0.98,49.0,4,1,1,True,386,1
2024-01-27,Lait,-42,export,normal_sale,386,Client_1,1.42,59.64,4,1,1,True,344,0
2024-01-27,Letchi,-50,adjustment,perishable_loss,100,Internal,0.0,0.0,4,1,1,True,100,3
2024-01-27,Tomate,-10,adjustment,perishable_loss,50,Internal,0.0,0.0,4,1,1,True,3,5
2024-01-27,Tomate,-13,export,normal_sale,50,Client_14,2.95,38.35,4,1,1,True,0,6
2024-01-28,Banane,-19,adjustment,perishable_loss,237,Internal,0.0,0.0,4,1,1,True,237,1
2024-01-28,Banane,50,import,preventive,237,Fournisseur_2,1.63,81.5,4,1,1,True,287,2
2024-01-28,Banane,-27,export,normal_sale,287,Client_3,2.16,58.32,4,1,1,True,260,1
2024-01-28,Lait,-15,adjustment,perishable_loss,329,Internal,0.0,0.0,4,1,1,True,329,0
2024-01-28,Lait,50,import,preventive,329,Fournisseur_3,1.0,50.0,4,1,1,True,379,2
2024-01-28,Lait,-33,export,normal_sale,379,Client_4,1.4,46.2,4,1,1,True,346,0
2024-01-28,Letchi,50,import,preventive,100,Fournisseur_4,7.65,382.5,4,1,1,True,150,0
2024-01-28,Tomate,91,import,restock,37,Fournisseur_1,2.15,195.65,4,1,1,True,91,6
2024-01-28,Tomate,-15,export,normal_sale,128,Client_2,3.16,47.4,4,1,1,True,76,3
2024-01-29,Banane,-25,export,normal_sale,260,Client_6,1.93,48.25,5,1,1,False,235,3
2024-01-29,Lait,-28,export,normal_sale,346,Client_7,1.36,38.08,5,1,1,False,318,1
2024-01-29,Tomate,-14,export,normal_sale,113,Client_5,2.54,35.56,5,1,1,False,62,6
2024-01-30,Banane,-31,export,normal_sale,235,Client_9,1.92,59.52,5,1,1,False,204,2
2024-01-30,Lait,-46,export,normal_sale,318,Client_10,1.37,63.02,5,1,1,False,272,2
2024-01-30,Tomate,-8,adjustment,perishable_loss,91,Internal,0.0,0.0,5,1,1,False,54,0
2024-01-30,Tomate,-7,export,normal_sale,91,Client_8,2.66,18.62,5,1,1,False,47,5
2024-01-31,Banane,-54,adjustment,perishable_loss,150,Internal,0.0,0.0,5,1,1,False,150,0
2024-01-31,Banane,192,import,preventive,150,Fournisseur_5,1.68,322.56,5,1,1,False,342,0
2024-01-31,Banane,-43,export,normal_sale,342,Client_12,2.34,100.62,5,1,1,False,299,0
2024-01-31,Lait,-172,adjustment,perishable_loss,100,Internal,0.0,0.0,5,1,1,False,100,0
2024-01-31,Lait,349,import,restock,100,Fournisseur_1,1.12,390.88,5,1,1,False,449,2
2024-01-31,Lait,-48,export,normal_sale,449,Client_13,1.27,60.96,5,1,1,False,401,1
2024-01-31,Tomate,-12,export,normal_sale,84,Client_11,2.84,34.08,5,1,1,False,35,7
2024-02-01,Banane,-7,adjustment,perishable_loss,292,Internal,0.0,0.0,5,2,1,False,292,1
2024-02-01,Banane,-27,export,normal_sale,292,Client_15,2.07,55.89,5,2,1,False,265,1
2024-02-01,Lait,-2,adjustment,perishable_loss,399,Internal,0.0,0.0,5,2,1,False,399,2
2024-02-01,Lait,-45,export,normal_sale,399,Client_1,1.42,63.9,5,2,1,False,354,1
2024-02-01,Tomate,50,import,preventive,72,Fournisseur_2,2.0,100.0,5,2,1,False,85,1
2024-02-01,Tomate,-12,export,normal_sale,122,Client_14,2.91,34.92,5,2,1,False,73,1
2024-02-02,Banane,50,import,preventive,265,Fournisseur_3,1.69,84.5,5,2,1,False,315,3
2024-02-02,Banane,-27,export,normal_sale,315,Client_3,2.31,62.37,5,2,1,False,288,1
2024-02-02,Lait,-5,adjustment,perishable_loss,349,Internal,0.0,0.0,5,2,1,False,349,0
2024-02-02,Lait,-26,export,normal_sale,349,Client_4,1.56,40.56,5,2,1,False,323,0
2024-02-02,Tomate,-8,export,normal_sale,110,Client_2,2.56,20.48,5,2,1,False,65,1
2024-02-03,Banane,50,import,preventive,288,Fournisseur_4,1.66,83.0,5,2,1,True,338,0
2024-02-03,Banane,-19,export,normal_sale,338,Client_6,2.13,40.47,5,2,1,True,319,2
2024-02-03,Lait,50,import,preventive,323,Fournisseur_5,1.14,57.0,5,2,1,True,373,1
2024-02-03,Lait,-44,export,normal_sale,373,Client_7,1.33,58.52,5,2,1,True,329,2
2024-02-03,Letchi,-50,adjustment,perishable_loss,100,Internal,0.0,0.0,5,2,1,True,100,5
2024-02-03,Letchi,50,import,preventive,100,Fournisseur_1,7.64,382.0,5,2,1,True,150,0
2024-02-03,Tomate,-9,export,normal_sale,102,Client_5,3.19,28.71,5,2,1,True,56,4
2024-02-04,Banane,-27,adjustment,perishable_loss,292,Internal,0.0,0.0,5,2,1,True,292,1
2024-02-04,Banane,50,import,preventive,292,Fournisseur_2,1.73,86.5,5,2,1,True,342,3
2024-02-04,Banane,-37,export,normal_sale,342,Client_9,1.93,71.41,5,2,1,True,305,2
2024-02-04,Lait,-53,export,normal_sale,329,Client_10,1.21,64.13,5,2,1,True,276,1
2024-02-04,Tomate,-15,export,normal_sale,93,Client_8,2.95,44.25,5,2,1,True,41,7
2024-02-05,Banane,-32,export,normal_sale,305,Client_12,1.91,61.12,6,2,1,False,273,3
2024-02-05,Lait,-226,adjustment,perishable_loss,50,Internal,0.0,0.0,6,2,1,False,50,0
2024-02-05,Lait,238,import,restock,50,Fournisseur_3,0.99,235.62,6,2,1,False,288,2
2024-02-05,Lait,-24,export,normal_sale,288,Client_13,1.49,35.76,6,2,1,False,264,1
2024-02-05,Letchi,-50,adjustment,perishable_loss,100,Internal,0.0,0.0,6,2,1,False,100,0
2024-02-05,Letchi,50,import,preventive,100,Fournisseur_4,7.15,357.5,6,2,1,False,150,0
2024-02-05,Tomate,-16,export,normal_sale,78,Client_11,2.91,46.56,6,2,1,False,25,5
2024-02-06,Banane,-16,export,normal_sale,273,Client_15,1.81,28.96,6,2,1,False,257,3
2024-02-06,Lait,50,import,preventive,264,Fournisseur_1,1.04,52.0,6,2,1,False,314,2
2024-02-06,Lait,-27,export,normal_sale,314,Client_1,1.4,37.8,6,2,1,False,287,2
2024-02-06,Tomate,50,import,preventive,62,Fournisseur_5,2.1,105.0,6,2,1,False,75,3
2024-02-06,Tomate,-11,export,normal_sale,112,Client_14,2.79,30.69,6,2,1,False,64,3
2024-02-07,Banane,-107,adjustment,perishable_loss,150,Internal,0.0,0.0,6,2,1,False,150,3
2024-02-07,Banane,-31,export,normal_sale,150,Client_3,2.22,68.82,6,2,1,False,119,2
2024-02-07,Lait,-42,export,normal_sale,287,Client_4,1.42,59.64,6,2,1,False,245,1
2024-02-07,Letchi,-50,adjustment,perishable_loss,100,Internal,0.0,0.0,6,2,1,False,100,4
2024-02-07,Tomate,50,import,preventive,101,Fournisseur_2,2.2,110.0,6,2,1,False,114,0
2024-02-07,Tomate,-18,export,normal_sale,151,Client_2,2.84,51.12,6,2,1,False,96,5
2024-02-08,Banane,152,import,preventive,119,Fournisseur_3,1.76,267.52,6,2,1,False,271,1
2024-02-08,Banane,-37,export,normal_sale,271,Client_6,2.05,75.85,6,2,1,False,234,0
2024-02-08,Lait,-42,export,normal_sale,245,Client_7,1.53,64.26,6,2,1,False,203,0
2024-02-08,Tomate,-14,export,normal_sale,133,Client_5,2.62,36.68,6,2,1,False,82,6
2024-02-09,Banane,50,import,preventive,234,Fournisseur_4,1.76,88.0,6,2,1,False,284,2
2024-02-09,Banane,-34,export,normal_sale,284,Client_9,2.14,72.76,6,2,1,False,250,2
2024-02-09,Lait,-31,export,normal_sale,203,Client_10,1.39,43.09,6,2,1,False,172,2
2024-02-09,Tomate,-17,export,normal_sale,119,Client_8,3.22,54.74,6,2,1,False,65,4
2024-02-10,Banane,-18,export,normal_sale,250,Client_12,2.26,40.68,6,2,1,True,232,1
2024-02-10,Lait,-122,adjustment,perishable_loss,50,Internal,0.0,0.0,6,2,1,True,50,1
2024-02-10,Lait,213,import,restock,50,Fournisseur_1,1.06,225.78,6,2,1,True,263,2
2024-02-10,Lait,-26,export,normal_sale,263,Client_13,1.31,34.06,6,2,1,True,237,1
2024-02-10,Tomate,50,import,preventive,102,Fournisseur_5,2.39,119.5,6,2,1,True,115,6
2024-02-10,Tomate,-15,export,normal_sale,152,Client_11,3.1,46.5,6,2,1,True,100,3
2024-02-11,Banane,-30,adjustment,perishable_loss,202,Internal,0.0,0.0,6,2,1,True,202,1
2024-02-11,Banane,-36,export,normal_sale,202,Client_15,2.2,79.2,6,2,1,True,166,0
2024-02-11,Lait,-24,adjustment,perishable_loss,213,Internal,0.0,0.0,6,2,1,True,213,1
2024-02-11,Lait,-34,export,normal_sale,213,Client_1,1.3,44.2,6,2,1,True,179,0
2024-02-11,Letchi,50,import,preventive,100,Fournisseur_2,6.65,332.5,6,2,1,True,150,2
2024-02-11,Tomate,-13,export,normal_sale,137,Client_14,2.96,38.48,6,2,1,True,87,1
2024-02-12,Banane,-27,export,normal_sale,166,Client_3,2.18,58.86,7,2,1,False,139,2
2024-02-12,Lait,-32,export,normal_sale,179,Client_4,1.42,45.44,7,2,1,False,147,2
2024-02-12,Tomate,50,import,preventive,124,Fournisseur_3,2.25,112.5,7,2,1,False,137,6
2024-02-12,Tomate,-17,export,normal_sale,174,Client_2,2.65,45.05,7,2,1,False,120,2
2024-02-13,Banane,-24,export,normal_sale,139,Client_6,1.98,47.52,7,2,1,False,115,0
2024-02-13,Lait,160,import,restock,147,Fournisseur_4,0.98,156.8,7,2,1,False,307,0
2024-02-13,Lait,-42,export,normal_sale,307,Client_7,1.24,52.08,7,2,1,False,265,0
2024-02-13,Letchi,-50,adjustment,perishable_loss,100,Internal,0.0,0.0,7,2,1,False,100,0
2024-02-13,Tomate,-7,export,normal_sale,157,Client_5,2.82,19.74,7,2,1,False,113,5
2024-02-14,Banane,105,import,preventive,115,Fournisseur_5,1.53,160.65,7,2,1,False,220,0
2024-02-14,Banane,-24,export,normal_sale,220,Client_9,1.98,47.52,7,2,1,False,196,1
2024-02-14,Lait,50,import,preventive,265,Fournisseur_1,1.17,58.5,7,2,1,False,315,0
2024-02-14,Lait,-41,export,normal_sale,315,Client_10,1.47,60.27,7,2,1,False,274,0
2024-02-14,Letchi,50,import,preventive,100,Fournisseur_2,7.8,390.0,7,2,1,False,150,0
2024-02-14,Tomate,-13,export,normal_sale,150,Client_8,2.98,38.74,7,2,1,False,100,5
2024-02-15,Banane,-41,adjustment,perishable_loss,155,Internal,0.0,0.0,7,2,1,False,155,0
2024-02-15,Banane,-39,export,normal_sale,155,Client_12,1.98,77.22,7,2,1,False,116,0
