date,product_name,quantity,type_movement
2017-04-23,Pomme,-571,export
2017-04-23,Pomme,-509,export
2017-04-24,Lait,292,import
2017-04-24,Courgette,588,import
2017-04-24,Lait,579,import
2017-04-26,Courgette,472,import
2017-04-27,Pomme,663,import
2017-04-29,Banane,265,import
2017-04-29,Banane,-8,adjustment
2017-04-30,Courgette,308,import
2017-04-30,Courgette,-214,export
2017-04-30,Courgette,241,import
2017-05-01,Courgette,-11,adjustment
2017-05-01,Carotte,-465,export
2017-05-01,Pomme,233,import
2017-05-02,Lait,-230,export
2017-05-02,Courgette,353,import
2017-05-03,Lait,-204,export
2017-05-03,Pomme,278,import
2017-05-03,Carotte,617,import
2017-05-04,Carotte,328,import
2017-05-05,Banane,573,import
2017-05-06,Carotte,-339,export
2017-05-07,Pomme,359,import
2017-05-08,Pomme,-384,export
2017-05-08,Banane,607,import
2017-05-08,Lait,656,import
2017-05-08,Pomme,528,import
2017-05-08,Pomme,-518,export
2017-05-09,Pomme,-643,export
2017-05-10,Banane,509,import
2017-05-11,Banane,357,import
2017-05-11,Lait,-595,export
2017-05-12,Banane,-265,export
2017-05-13,Courgette,659,import
2017-05-13,Pomme,453,import
2017-05-13,Banane,693,import
2017-05-14,Courgette,28,adjustment
2017-05-16,Banane,208,import
2017-05-17,Lait,618,import
2017-05-18,Lait,11,adjustment
2017-05-18,Banane,-682,export
2017-05-19,Pomme,-342,export
2017-05-20,Courgette,240,import
2017-05-21,Carotte,-27,loss
2017-05-22,Lait,545,import
2017-05-22,Pomme,578,import
2017-05-23,Courgette,-240,export
2017-05-27,Carotte,-287,export
2017-05-27,Courgette,237,import
2017-05-28,Lait,-655,export
2017-05-28,Carotte,-247,export
2017-05-29,Lait,546,import
2017-05-29,Lait,-296,export
2017-05-30,Lait,357,import
2017-05-30,Pomme,556,import
2017-05-31,Banane,599,import
2017-05-31,Carotte,584,import
2017-06-01,Carotte,-475,export
2017-06-01,Lait,-310,export
2017-06-04,Lait,-585,export
2017-06-05,Lait,-4,loss
2017-06-06,Lait,-9,adjustment
2017-06-08,Lait,-9,loss
2017-06-10,Carotte,-372,export
2017-06-10,Banane,41,adjustment
2017-06-11,Banane,-207,export
2017-06-11,Lait,-245,export
2017-06-11,Carotte,54,adjustment
2017-06-13,Banane,-231,export
2017-06-14,Lait,-585,export
2017-06-15,Banane,311,import
2017-06-16,Lait,252,import
2017-06-17,Carotte,696,import
2017-06-18,Banane,-1,loss
2017-06-20,Banane,353,import
2017-06-23,Banane,45,adjustment
2017-06-23,Lait,-623,export
2017-06-23,Carotte,503,import
2017-06-24,Banane,371,import
2017-06-24,Pomme,-528,export
2017-06-25,Carotte,611,import
2017-06-26,Banane,-360,export
2017-06-27,Banane,-570,export
2017-06-28,Lait,-620,export
2017-06-28,Lait,-322,export
2017-06-29,Lait,501,import
2017-06-30,Lait,-316,export
2017-06-30,Banane,351,import
2017-07-01,Banane,-527,export
2017-07-01,Lait,-210,export
2017-07-03,Banane,432,import
2017-07-06,Banane,383,import
2017-07-09,Lait,550,import
2017-07-09,Lait,549,import
2017-07-09,Carotte,-24,loss
2017-07-09,Carotte,-670,export
2017-07-10,Banane,-342,export
2017-07-13,Carotte,-376,export
2017-07-14,Banane,389,import
2017-07-14,Carotte,-651,export
2017-07-15,Lait,369,import
2017-07-17,Lait,-498,export
2017-07-18,Banane,580,import
2017-07-19,Carotte,582,import
2017-07-20,Lait,599,import
2017-07-20,Banane,-360,export
2017-07-21,Banane,-458,export
2017-07-21,Lait,-358,export
2017-07-22,Lait,-396,export
2017-07-22,Lait,659,import
2017-07-22,Lait,581,import
2017-07-24,Lait,-255,export
2017-07-24,Carotte,-614,export
2017-07-25,Banane,691,import
2017-07-26,Lait,480,import
2017-07-29,Carotte,329,import
2017-07-29,Carotte,461,import
2017-07-30,Banane,406,import
2017-07-31,Banane,570,import
2017-07-31,Carotte,510,import
2017-08-02,Lait,-427,export
2017-08-03,Carotte,245,import
2017-08-05,Banane,676,import
2017-08-09,Lait,426,import
2017-08-09,Banane,547,import
2017-08-09,Banane,287,import
2017-08-10,Banane,-651,export
2017-08-11,Carotte,517,import
2017-08-12,Lait,372,import
2017-08-13,Lait,360,import
2017-08-13,Carotte,-582,export
2017-08-14,Lait,-483,export
2017-08-14,Carotte,-609,export
2017-08-15,Lait,-485,export
2017-08-17,Lait,362,import
2017-08-20,Carotte,273,import
2017-08-21,Banane,627,import
2017-08-21,Lait,55,adjustment
2017-08-22,Carotte,491,import
2017-08-22,Lait,-273,export
2017-08-22,Lait,319,import
2017-08-25,Banane,304,import
2017-08-25,Carotte,567,import
2017-08-26,Banane,-428,export
2017-08-27,Lait,480,import
2017-08-27,Banane,542,import
2017-08-28,Banane,336,import
2017-08-29,Carotte,670,import
2017-08-30,Lait,312,import
2017-08-30,Carotte,53,adjustment
2017-08-30,Lait,417,import
2017-09-01,Carotte,411,import
2017-09-01,Banane,582,import
2017-09-02,Lait,544,import
2017-09-03,Lait,-589,export
2017-09-03,Carotte,-275,export
2017-09-04,Banane,-215,export
2017-09-04,Carotte,-578,export
2017-09-05,Lait,253,import
2017-09-05,Tomate,263,import
2017-09-05,Banane,-406,export
2017-09-06,Lait,-639,export
2017-09-07,Carotte,545,import
2017-09-10,Carotte,283,import
2017-09-10,Tomate,514,import
2017-09-12,Banane,-29,loss
2017-09-12,Lait,540,import
2017-09-12,Tomate,-577,export
2017-09-12,Tomate,-686,export
2017-09-13,Banane,-683,export
2017-09-13,Carotte,-544,export
2017-09-15,Tomate,513,import
2017-09-15,Carotte,-321,export
2017-09-16,Carotte,564,import
2017-09-16,Carotte,-446,export
2017-09-18,Tomate,616,import
2017-09-18,Carotte,-12,loss
2017-09-19,Tomate,432,import
2017-09-22,Lait,247,import
2017-09-23,Banane,-275,export
2017-09-23,Lait,574,import
2017-09-23,Banane,615,import
2017-09-24,Lait,-589,export
2017-09-26,Lait,407,import
2017-09-28,Carotte,-478,export
2017-09-28,Banane,374,import
2017-09-28,Tomate,529,import
2017-09-29,Carotte,40,adjustment
2017-09-30,Lait,275,import
2017-09-30,Tomate,-4,loss
2017-10-01,Poivron,344,import
2017-10-02,Poivron,318,import
2017-10-02,Lait,50,adjustment
2017-10-02,Banane,507,import
2017-10-03,Banane,499,import
2017-10-04,Banane,547,import
2017-10-05,Poivron,-654,export
2017-10-05,Tomate,-13,loss
2017-10-06,Lait,-403,export
2017-10-06,Lait,-338,export
2017-10-07,Banane,-268,export
2017-10-07,Banane,268,import
2017-10-08,Poivron,531,import
2017-10-08,Lait,449,import
2017-10-08,Lait,-22,loss
2017-10-09,Tomate,-653,export
2017-10-11,Tomate,344,import
2017-10-12,Banane,680,import
2017-10-12,Lait,263,import
2017-10-15,Lait,250,import
2017-10-16,Tomate,623,import
2017-10-17,Lait,-670,export
2017-10-17,Lait,-349,export
2017-10-19,Banane,696,import
2017-10-20,Tomate,29,adjustment
2017-10-21,Banane,61,adjustment
2017-10-21,Lait,611,import
2017-10-21,Poivron,-521,export
2017-10-23,Lait,-630,export
2017-10-23,Poivron,365,import
2017-10-25,Poivron,-452,export
2017-10-27,Lait,-1,loss
2017-10-28,Poivron,27,adjustment
2017-10-29,Tomate,617,import
2017-10-30,Poivron,-213,export
2017-10-31,Poivron,-473,export
2017-10-31,Poivron,-26,loss
2017-11-01,Poivron,465,import
2017-11-01,Banane,384,import
2017-11-01,Banane,279,import
2017-11-04,Poivron,305,import
2017-11-04,Banane,663,import
2017-11-05,Letchi,-9,loss
2017-11-06,Lait,-640,export
2017-11-06,Poivron,-624,export
2017-11-06,Lait,616,import
2017-11-07,Tomate,241,import
2017-11-08,Letchi,556,import
2017-11-09,Poivron,-219,export
2017-11-10,Poivron,454,import
2017-11-10,Lait,-523,export
2017-11-10,Poivron,-587,export
2017-11-11,Banane,348,import
2017-11-12,Poivron,-297,export
2017-11-12,Tomate,-341,export
2017-11-13,Tomate,290,import
2017-11-14,Letchi,321,import
2017-11-15,Letchi,-236,export
2017-11-16,Poivron,-558,export
2017-11-17,Letchi,-690,export
2017-11-17,Banane,589,import
2017-11-19,Lait,535,import
2017-11-20,Letchi,447,import
2017-11-20,Tomate,-10,loss
2017-11-21,Banane,508,import
2017-11-21,Poivron,-307,export
2017-11-22,Tomate,-291,export
2017-11-23,Banane,488,import
2017-11-25,Letchi,311,import
2017-11-25,Poivron,-303,export
2017-11-25,Tomate,564,import
2017-11-26,Letchi,466,import
2017-11-26,Banane,-689,export
2017-11-26,Tomate,-662,export
2017-11-26,Lait,-581,export
2017-11-26,Tomate,577,import
2017-11-27,Lait,2,adjustment
2017-11-27,Poivron,486,import
2017-11-28,Lait,-208,export
2017-11-28,Poivron,-4,adjustment
2017-11-30,Letchi,623,import
2017-11-30,Lait,-297,export
2017-11-30,Letchi,617,import
2017-12-01,Lait,682,import
2017-12-01,Letchi,-522,export
2017-12-01,Tomate,-635,export
2017-12-01,Letchi,573,import
2017-12-03,Ananas,254,import
2017-12-03,Poivron,325,import
2017-12-04,Letchi,601,import
2017-12-04,Poivron,640,import
2017-12-04,Letchi,-471,export
2017-12-05,Letchi,449,import
2017-12-06,Letchi,-499,export
2017-12-06,Ananas,-354,export
2017-12-06,Ananas,321,import
2017-12-07,Banane,447,import
2017-12-07,Letchi,594,import
2017-12-07,Poivron,-645,export
2017-12-08,Letchi,-274,export
2017-12-08,Ananas,281,import
2017-12-08,Ananas,-687,export
2017-12-08,Lait,440,import
2017-12-08,Poivron,643,import
2017-12-09,Lait,468,import
2017-12-10,Ananas,386,import
2017-12-10,Tomate,337,import
2017-12-10,Ananas,-329,export
2017-12-11,Banane,201,import
2017-12-12,Lait,-693,export
2017-12-12,Banane,581,import
2017-12-13,Poivron,-443,export
2017-12-14,Ananas,4,adjustment
2017-12-15,Tomate,52,adjustment
2017-12-19,Poivron,-10,loss
2017-12-19,Ananas,403,import
2017-12-20,Letchi,-466,export
2017-12-20,Ananas,669,import
2017-12-20,Letchi,435,import
2017-12-21,Ananas,-16,adjustment
2017-12-22,Lait,-673,export
2017-12-22,Ananas,422,import
2017-12-23,Ananas,386,import
2017-12-23,Letchi,400,import
2017-12-24,Tomate,678,import
2017-12-24,Ananas,-348,export
2017-12-25,Poivron,486,import
2017-12-26,Tomate,561,import
2017-12-26,Lait,524,import
2017-12-26,Tomate,-592,export
2017-12-27,Letchi,327,import
2017-12-28,Poivron,451,import
2017-12-30,Letchi,526,import
2017-12-30,Lait,292,import
2017-12-30,Banane,-468,export
2017-12-31,Lait,297,import
2018-01-01,Lait,661,import
2018-01-04,Lait,636,import
2018-01-04,Banane,-228,export
2018-01-05,Banane,-566,export
2018-01-05,Lait,692,import
2018-01-05,Tomate,699,import
2018-01-06,Tomate,423,import
2018-01-06,Poivron,-643,export
2018-01-06,Banane,577,import
2018-01-08,Poivron,387,import
2018-01-08,Banane,-15,adjustment
2018-01-08,Lait,275,import
2018-01-08,Banane,329,import
2018-01-08,Ananas,493,import
2018-01-08,Tomate,634,import
2018-01-09,Lait,376,import
2018-01-09,Banane,-667,export
2018-01-12,Tomate,-516,export
2018-01-12,Tomate,15,adjustment
2018-01-12,Lait,-457,export
2018-01-12,Lait,-240,export
2018-01-12,Ananas,-602,export
2018-01-14,Lait,-351,export
2018-01-14,Lait,600,import
2018-01-14,Poivron,690,import
2018-01-14,Banane,-608,export
2018-01-14,Poivron,-574,export
2018-01-15,Lait,214,import
2018-01-17,Lait,311,import
2018-01-18,Banane,280,import
2018-01-18,Banane,-11,adjustment
2018-01-18,Ananas,628,import
2018-01-18,Banane,300,import
2018-01-19,Tomate,-215,export
2018-01-20,Banane,649,import
2018-01-20,Lait,-207,export
2018-01-22,Banane,240,import
2018-01-23,Lait,-522,export
2018-01-25,Ananas,618,import
2018-01-25,Tomate,-379,export
2018-01-26,Poivron,260,import
2018-01-26,Lait,340,import
2018-01-27,Lait,671,import
2018-01-28,Banane,282,import
2018-01-28,Ananas,-201,export
2018-01-29,Poivron,-694,export
2018-01-29,Poivron,-695,export
2018-01-30,Tomate,486,import
2018-01-30,Banane,-605,export
2018-01-31,Tomate,648,import
2018-01-31,Poivron,273,import
2018-01-31,Tomate,219,import
2018-01-31,Tomate,-223,export
2018-02-02,Courgette,-500,export
2018-02-03,Banane,631,import
2018-02-04,Banane,506,import
2018-02-05,Tomate,287,import
2018-02-05,Ananas,370,import
2018-02-05,Ananas,520,import
2018-02-06,Lait,445,import
2018-02-06,Tomate,-692,export
2018-02-06,Ananas,-519,export
2018-02-07,Ananas,413,import
2018-02-07,Tomate,543,import
2018-02-08,Banane,578,import
2018-02-08,Banane,-202,export
2018-02-09,Lait,-218,export
2018-02-09,Ananas,-490,export
2018-02-10,Banane,639,import
2018-02-10,Banane,559,import
2018-02-10,Courgette,612,import
2018-02-10,Banane,-301,export
2018-02-10,Ananas,-435,export
2018-02-12,Poivron,693,import
2018-02-12,Tomate,345,import
2018-02-12,Courgette,-18,loss
2018-02-14,Banane,324,import
2018-02-14,Tomate,-25,loss
2018-02-14,Poivron,-330,export
2018-02-14,Courgette,-6,adjustment
2018-02-16,Lait,-575,export
2018-02-17,Poivron,381,import
2018-02-17,Banane,357,import
2018-02-18,Ananas,608,import
2018-02-18,Tomate,-440,export
2018-02-20,Banane,45,adjustment
2018-02-20,Banane,441,import
2018-02-23,Poivron,297,import
2018-02-23,Ananas,589,import
2018-02-24,Lait,-304,export
2018-02-25,Poivron,700,import
2018-02-25,Tomate,429,import
2018-02-25,Banane,528,import
2018-02-26,Lait,655,import
2018-02-26,Ananas,557,import
2018-02-27,Tomate,28,adjustment
2018-02-27,Ananas,-245,export
2018-02-28,Ananas,-7,loss
2018-02-28,Lait,647,import
2018-03-04,Lait,586,import
2018-03-08,Lait,624,import
2018-03-10,Pomme,-477,export
2018-03-13,Lait,337,import
2018-03-14,Pomme,-279,export
2018-03-15,Lait,342,import
2018-03-15,Courgette,407,import
2018-03-17,Pomme,-296,export
2018-03-18,Pomme,-476,export
2018-03-19,Lait,538,import
2018-03-21,Lait,392,import
2018-03-22,Banane,551,import
2018-03-22,Banane,279,import
2018-03-23,Banane,479,import
2018-03-23,Pomme,-648,export
2018-03-25,Courgette,221,import
2018-03-28,Pomme,-474,export
2018-03-29,Lait,-607,export
2018-03-30,Lait,581,import
2018-03-31,Banane,-429,export
2018-04-01,Banane,244,import
2018-04-01,Pomme,-334,export
2018-04-01,Pomme,-4,loss
2018-04-01,Lait,294,import
2018-04-02,Courgette,488,import
2018-04-02,Lait,326,import
2018-04-03,Pomme,437,import
2018-04-04,Lait,-539,export
2018-04-05,Lait,453,import
2018-04-05,Lait,224,import
2018-04-06,Pomme,19,adjustment
2018-04-07,Courgette,-542,export
2018-04-07,Pomme,321,import
2018-04-08,Pomme,-360,export
2018-04-08,Courgette,320,import
2018-04-09,Pomme,-391,export
2018-04-09,Pomme,-695,export
2018-04-10,Lait,410,import
2018-04-11,Lait,-533,export
2018-04-12,Courgette,376,import
2018-04-12,Pomme,267,import
2018-04-12,Banane,542,import
2018-04-12,Banane,671,import
2018-04-14,Pomme,-439,export
2018-04-14,Pomme,317,import
2018-04-14,Banane,-624,export
2018-04-14,Lait,-530,export
2018-04-15,Lait,-457,export
2018-04-16,Banane,512,import
2018-04-16,Lait,233,import
2018-04-17,Courgette,527,import
2018-04-17,Banane,-2,loss
2018-04-18,Lait,635,import
2018-04-19,Banane,616,import
2018-04-21,Courgette,-259,export
2018-04-22,Lait,-351,export
2018-04-23,Pomme,-489,export
2018-04-24,Courgette,-246,export
2018-04-25,Lait,452,import
2018-04-25,Banane,582,import
2018-04-26,Pomme,698,import
2018-04-28,Pomme,-441,export
2018-04-28,Lait,-234,export
2018-04-29,Pomme,296,import
2018-04-29,Pomme,-386,export
2018-04-30,Pomme,543,import
2018-04-30,Courgette,599,import
2018-05-02,Lait,12,adjustment
2018-05-02,Courgette,396,import
2018-05-02,Carotte,-687,export
2018-05-03,Pomme,-391,export
2018-05-03,Lait,440,import
2018-05-03,Courgette,346,import
2018-05-03,Banane,277,import
2018-05-03,Lait,-302,export
2018-05-05,Carotte,457,import
2018-05-05,Lait,614,import
2018-05-05,Lait,428,import
2018-05-06,Pomme,372,import
2018-05-08,Banane,570,import
2018-05-09,Lait,205,import
2018-05-09,Courgette,-698,export
2018-05-09,Carotte,-684,export
2018-05-10,Pomme,350,import
2018-05-11,Banane,-231,export
2018-05-11,Carotte,205,import
2018-05-13,Courgette,327,import
2018-05-14,Carotte,414,import
2018-05-15,Banane,520,import
2018-05-16,Banane,662,import
2018-05-17,Carotte,558,import
2018-05-18,Banane,305,import
2018-05-18,Carotte,-320,export
2018-05-18,Pomme,457,import
2018-05-18,Carotte,332,import
2018-05-18,Banane,-501,export
2018-05-19,Banane,349,import
2018-05-20,Lait,201,import
2018-05-20,Courgette,281,import
2018-05-20,Pomme,579,import
2018-05-21,Pomme,-294,export
2018-05-21,Lait,429,import
2018-05-22,Pomme,37,adjustment
2018-05-22,Courgette,658,import
2018-05-23,Carotte,-280,export
2018-05-23,Lait,-379,export
2018-05-23,Pomme,-635,export
2018-05-24,Banane,416,import
2018-05-24,Carotte,583,import
2018-05-25,Lait,236,import
2018-05-26,Lait,-614,export
2018-05-26,Lait,-277,export
2018-05-27,Courgette,426,import
2018-05-27,Lait,691,import
2018-05-27,Banane,522,import
2018-05-29,Courgette,-657,export
2018-05-31,Courgette,453,import
2018-05-31,Lait,-646,export
2018-05-31,Banane,-540,export
2018-05-31,Banane,-569,export
2018-06-02,Carotte,373,import
2018-06-04,Lait,670,import
2018-06-04,Lait,-379,export
2018-06-04,Pomme,-476,export
2018-06-04,Carotte,-674,export
2018-06-05,Banane,231,import
2018-06-05,Carotte,639,import
2018-06-05,Lait,345,import
2018-06-06,Banane,398,import
2018-06-06,Pomme,468,import
2018-06-07,Banane,243,import
2018-06-08,Lait,-258,export
2018-06-09,Banane,326,import
2018-06-10,Banane,574,import
2018-06-11,Carotte,-556,export
2018-06-11,Banane,-353,export
2018-06-14,Carotte,552,import
2018-06-15,Carotte,601,import
2018-06-17,Carotte,-411,export
2018-06-18,Carotte,-378,export
2018-06-18,Banane,634,import
2018-06-19,Carotte,644,import
2018-06-19,Pomme,543,import
2018-06-19,Lait,595,import
2018-06-20,Lait,-524,export
2018-06-20,Carotte,371,import
2018-06-22,Pomme,688,import
2018-06-23,Lait,-430,export
2018-06-23,Carotte,-586,export
2018-06-24,Banane,573,import
2018-06-24,Pomme,268,import
2018-06-26,Carotte,-206,export
2018-06-26,Lait,-617,export
2018-06-27,Carotte,384,import
2018-06-27,Lait,619,import
2018-06-28,Banane,377,import
2018-07-01,Banane,-442,export
2018-07-03,Carotte,520,import
2018-07-03,Banane,-9,adjustment
2018-07-03,Carotte,41,adjustment
2018-07-03,Banane,-6,loss
2018-07-04,Carotte,-570,export
2018-07-05,Lait,441,import
2018-07-07,Carotte,676,import
2018-07-07,Lait,-417,export
2018-07-07,Carotte,699,import
2018-07-08,Lait,-537,export
2018-07-11,Banane,-552,export
2018-07-11,Lait,214,import
2018-07-12,Lait,546,import
2018-07-12,Banane,-621,export
2018-07-14,Carotte,685,import
2018-07-14,Banane,397,import
2018-07-18,Lait,-258,export
2018-07-18,Carotte,638,import
2018-07-20,Banane,577,import
2018-07-20,Carotte,583,import
2018-07-21,Lait,589,import
2018-07-22,Banane,-223,export
2018-07-23,Banane,618,import
2018-07-24,Banane,-611,export
2018-07-24,Lait,222,import
2018-07-26,Lait,-327,export
2018-07-27,Banane,-477,export
2018-07-28,Lait,33,adjustment
2018-07-28,Lait,-679,export
2018-07-30,Banane,522,import
2018-08-02,Banane,473,import
2018-08-03,Banane,282,import
2018-08-03,Lait,-585,export
2018-08-03,Lait,585,import
2018-08-04,Banane,626,import
2018-08-07,Lait,517,import
2018-08-07,Lait,22,adjustment
2018-08-08,Lait,418,import
2018-08-11,Lait,285,import
2018-08-12,Banane,-494,export
2018-08-14,Lait,-258,export
2018-08-14,Lait,356,import
2018-08-15,Lait,501,import
2018-08-17,Lait,-692,export
2018-08-18,Carotte,535,import
2018-08-19,Carotte,13,adjustment
2018-08-19,Banane,-2,loss
2018-08-20,Lait,689,import
2018-08-20,Carotte,-535,export
2018-08-20,Banane,-24,adjustment
2018-08-21,Carotte,492,import
2018-08-21,Banane,497,import
2018-08-22,Lait,539,import
2018-08-22,Carotte,-567,export
2018-08-24,Lait,270,import
2018-08-28,Lait,599,import
2018-08-28,Lait,489,import
2018-08-29,Lait,594,import
2018-08-31,Carotte,386,import
2018-08-31,Banane,427,import
2018-08-31,Carotte,572,import
2018-09-01,Carotte,254,import
2018-09-02,Lait,-282,export
2018-09-02,Tomate,380,import
2018-09-02,Tomate,-482,export
2018-09-03,Carotte,654,import
2018-09-05,Banane,-283,export
2018-09-05,Tomate,447,import
2018-09-09,Lait,-24,loss
2018-09-09,Banane,226,import
2018-09-13,Lait,495,import
2018-09-13,Carotte,447,import
2018-09-13,Carotte,-428,export
2018-09-17,Lait,328,import
2018-09-17,Banane,409,import
2018-09-17,Lait,576,import
2018-09-18,Lait,-415,export
2018-09-20,Carotte,561,import
2018-09-21,Carotte,-422,export
2018-09-21,Banane,-618,export
2018-09-22,Carotte,330,import
2018-09-23,Tomate,551,import
2018-09-26,Lait,-620,export
2018-09-27,Lait,311,import
2018-09-27,Lait,695,import
2018-09-28,Carotte,391,import
2018-09-28,Banane,17,adjustment
2018-09-29,Lait,582,import
2018-09-29,Lait,-536,export
2018-09-30,Carotte,611,import
2018-09-30,Carotte,-15,adjustment
2018-10-02,Lait,-518,export
2018-10-04,Lait,-473,export
2018-10-04,Tomate,638,import
2018-10-05,Banane,669,import
2018-10-06,Banane,550,import
2018-10-06,Tomate,-531,export
2018-10-06,Tomate,630,import
2018-10-12,Tomate,536,import
2018-10-12,Poivron,383,import
2018-10-13,Lait,343,import
2018-10-13,Tomate,670,import
2018-10-14,Lait,240,import
2018-10-14,Tomate,-6,loss
2018-10-15,Lait,518,import
2018-10-17,Lait,222,import
2018-10-17,Banane,-2,loss
2018-10-17,Poivron,255,import
2018-10-18,Banane,539,import
2018-10-19,Tomate,-590,export
2018-10-23,Poivron,-447,export
2018-10-23,Poivron,-617,export
2018-10-23,Banane,-231,export
2018-10-23,Banane,533,import
2018-10-24,Poivron,584,import
2018-10-24,Banane,44,adjustment
2018-10-25,Lait,218,import
2018-10-26,Poivron,248,import
2018-10-26,Lait,-662,export
2018-10-26,Poivron,-215,export
2018-10-27,Tomate,-5,loss
2018-10-27,Banane,-26,adjustment
2018-10-29,Banane,691,import
2018-10-29,Lait,567,import
2018-10-30,Tomate,-432,export
2018-10-30,Tomate,-618,export
2018-10-31,Tomate,481,import
2018-10-31,Tomate,-673,export
2018-10-31,Lait,513,import
2018-11-01,Tomate,431,import
2018-11-02,Banane,327,import
2018-11-03,Poivron,-227,export
2018-11-03,Poivron,-318,export
2018-11-04,Tomate,-592,export
2018-11-04,Banane,445,import
2018-11-04,Lait,-614,export
2018-11-05,Letchi,687,import
2018-11-07,Letchi,-463,export
2018-11-07,Tomate,553,import
2018-11-08,Lait,346,import
2018-11-08,Poivron,-287,export
2018-11-09,Tomate,323,import
2018-11-09,Tomate,332,import
2018-11-09,Tomate,-414,export
2018-11-11,Poivron,420,import
2018-11-11,Tomate,638,import
2018-11-12,Banane,-695,export
2018-11-12,Lait,279,import
2018-11-13,Letchi,510,import
2018-11-13,Banane,518,import
2018-11-14,Letchi,-23,adjustment
2018-11-15,Poivron,547,import
2018-11-16,Banane,210,import
2018-11-16,Lait,430,import
2018-11-16,Banane,-450,export
2018-11-17,Banane,-616,export
2018-11-18,Banane,-681,export
2018-11-18,Tomate,-416,export
2018-11-18,Poivron,436,import
2018-11-18,Tomate,437,import
2018-11-20,Tomate,598,import
2018-11-20,Lait,536,import
2018-11-20,Tomate,361,import
2018-11-21,Poivron,275,import
2018-11-21,Letchi,506,import
2018-11-22,Banane,327,import
2018-11-24,Poivron,316,import
2018-11-25,Letchi,-326,export
2018-11-25,Banane,517,import
2018-11-25,Letchi,649,import
2018-11-25,Letchi,-448,export
2018-11-26,Lait,510,import
2018-11-27,Lait,63,adjustment
2018-11-27,Poivron,678,import
2018-11-27,Tomate,-313,export
2018-11-28,Lait,-307,export
2018-11-29,Tomate,455,import
2018-11-29,Poivron,388,import
2018-11-30,Poivron,419,import
2018-12-01,Banane,5,adjustment
2018-12-01,Tomate,-201,export
2018-12-02,Letchi,519,import
2018-12-04,Ananas,-545,export
2018-12-05,Lait,630,import
2018-12-06,Tomate,-299,export
2018-12-06,Ananas,668,import
2018-12-06,Letchi,-391,export
2018-12-06,Tomate,-504,export
2018-12-07,Letchi,491,import
2018-12-07,Tomate,317,import
2018-12-08,Lait,411,import
2018-12-09,Lait,450,import
2018-12-09,Tomate,566,import
2018-12-10,Letchi,14,adjustment
2018-12-10,Poivron,234,import
2018-12-11,Banane,-201,export
2018-12-11,Tomate,468,import
2018-12-12,Tomate,601,import
2018-12-14,Poivron,410,import
2018-12-15,Letchi,543,import
2018-12-15,Poivron,593,import
2018-12-15,Letchi,446,import
2018-12-15,Poivron,419,import
2018-12-16,Letchi,231,import
2018-12-17,Poivron,519,import
2018-12-17,Ananas,286,import
2018-12-17,Poivron,610,import
2018-12-17,Letchi,692,import
2018-12-18,Tomate,651,import
2018-12-19,Lait,361,import
2018-12-20,Ananas,7,adjustment
2018-12-20,Lait,297,import
2018-12-20,Letchi,339,import
2018-12-20,Lait,296,import
2018-12-21,Banane,-635,export
2018-12-22,Ananas,-700,export
2018-12-22,Poivron,419,import
2018-12-22,Lait,-2,adjustment
2018-12-23,Ananas,226,import
2018-12-23,Letchi,301,import
2018-12-23,Letchi,462,import
2018-12-26,Letchi,-331,export
2018-12-26,Poivron,311,import
2018-12-26,Letchi,225,import
2018-12-27,Poivron,645,import
2018-12-27,Lait,-552,export
2018-12-28,Tomate,538,import
2018-12-28,Banane,-423,export
2018-12-29,Ananas,-541,export
2018-12-31,Ananas,268,import
2018-12-31,Poivron,-327,export
2018-12-31,Ananas,-399,export
2019-01-03,Banane,612,import
2019-01-04,Lait,238,import
2019-01-05,Lait,314,import
2019-01-05,Poivron,-605,export
2019-01-06,Tomate,256,import
2019-01-06,Poivron,508,import
2019-01-07,Ananas,669,import
2019-01-10,Banane,-531,export
2019-01-12,Ananas,402,import
2019-01-12,Lait,-696,export
2019-01-12,Ananas,613,import
2019-01-13,Banane,36,adjustment
2019-01-14,Lait,591,import
2019-01-14,Ananas,301,import
2019-01-15,Poivron,224,import
2019-01-17,Poivron,-532,export
2019-01-17,Ananas,-571,export
2019-01-17,Ananas,432,import
2019-01-18,Poivron,-489,export
2019-01-19,Ananas,552,import
2019-01-19,Poivron,-420,export
2019-01-20,Poivron,498,import
2019-01-20,Poivron,353,import
2019-01-20,Tomate,-422,export
2019-01-21,Banane,-690,export
2019-01-21,Ananas,4,adjustment
2019-01-21,Banane,-18,loss
2019-01-21,Ananas,403,import
2019-01-23,Tomate,241,import
2019-01-23,Lait,-687,export
2019-01-24,Lait,-397,export
2019-01-24,Lait,-245,export
2019-01-25,Ananas,3,adjustment
2019-01-26,Tomate,-545,export
2019-01-27,Poivron,337,import
2019-01-27,Lait,635,import
2019-01-27,Ananas,-539,export
2019-01-28,Poivron,-421,export
2019-01-29,Poivron,319,import
2019-01-31,Tomate,460,import
2019-01-31,Banane,463,import
2019-02-01,Banane,-548,export
2019-02-01,Courgette,-695,export
2019-02-01,Courgette,220,import
2019-02-02,Poivron,251,import
2019-02-02,Courgette,478,import
2019-02-02,Ananas,538,import
2019-02-03,Poivron,487,import
2019-02-03,Tomate,-700,export
2019-02-04,Lait,492,import
2019-02-04,Banane,693,import
2019-02-04,Poivron,-389,export
2019-02-04,Banane,-345,export
